Age,Gender,Marriage Status,No of People Living in Family,State,Employment Status,No_Employees,Cluster_KModes
35,Male,Married,10,Sikkim,Employed(Government),500-1000,2
65,Male,Single,2,Chandigarh,Unemployed,50-100,0
50,Male,Single,2,Andaman and Nicobar Islands,Student,0-10,1
55,Female,Other,10,Telangana,Employed(Private),0-10,0
75,Male,Married,6,Uttar Pradesh,Student,50-100,1
78,Male,Other,4,Telangana,Unemployed,1000+,2
45,Male,Married,4,Madhya Pradesh,Unemployed,1000+,1
57,Female,Other,6,Haryana,Unemployed,50-100,3
26,Male,Single,6,Ladakh,Employed(Private),500-1000,2
64,Female,Married,1,Bihar,Employed(Private),100-500,1
48,Female,Single,6,Nagaland,Student,500-1000,0
58,Male,Other,8,Tamil Nadu,Unemployed,50-100,1
20,Male,Single,9,Andhra Pradesh,Employed(Private),100-500,1
70,Male,Married,8,Haryana,Employed(Private),50-100,0
48,Female,Other,7,Mizoram,Retired,0-10,0
53,Male,Other,9,Gujarat,Employed(Government),0-10,1
22,Male,Other,4,Mizoram,Employed(Private),10-50,2
69,Male,Other,5,Mizoram,Employed(Private),100-500,2
55,Female,Married,5,Maharashtra,Employed(Government),1000+,0
28,Female,Married,8,Tamil Nadu,Retired,0-10,3
61,Male,Single,2,Meghalaya,Employed(Government),1000+,1
75,Male,Single,7,Lakshadweep,Unemployed,500-1000,0
50,Male,Single,6,Arunachal Pradesh,Student,50-100,1
51,Male,Other,9,Chandigarh,Unemployed,0-10,0
59,Female,Married,3,Chandigarh,Unemployed,0-10,2
41,Male,Single,1,Uttarakhand,Retired,500-1000,0
46,Male,Single,10,Gujarat,Student,1000+,1
20,Female,Other,5,Kerala,Unemployed,0-10,1
63,Female,Single,5,Odisha,Retired,500-1000,1
70,Male,Married,6,Puducherry,Retired,0-10,0
71,Female,Other,7,Goa,Employed(Private),1000+,2
80,Male,Single,2,Jammu and Kashmir,Retired,10-50,0
54,Female,Married,2,Goa,Retired,50-100,3
25,Male,Other,7,Odisha,Unemployed,1000+,3
72,Female,Single,1,Haryana,Unemployed,100-500,2
53,Male,Married,2,Tamil Nadu,Unemployed,0-10,1
46,Female,Other,4,Himachal Pradesh,Student,500-1000,0
28,Female,Other,7,Assam,Retired,500-1000,0
57,Male,Single,1,Ladakh,Student,0-10,1
76,Female,Other,1,Sikkim,Unemployed,10-50,1
52,Female,Married,2,Andaman and Nicobar Islands,Employed(Government),1000+,3
21,Male,Single,8,Uttarakhand,Unemployed,100-500,1
26,Female,Married,4,Goa,Student,10-50,1
21,Female,Other,9,Gujarat,Unemployed,100-500,0
22,Male,Married,8,Madhya Pradesh,Student,50-100,2
32,Female,Other,4,Uttarakhand,Student,50-100,2
60,Male,Other,1,Odisha,Student,500-1000,1
39,Female,Married,8,Mizoram,Employed(Government),500-1000,0
25,Female,Other,9,Dadra and Nagar Haveli and Daman and Diu,Retired,10-50,3
30,Male,Single,5,West Bengal,Retired,10-50,0
76,Male,Married,8,Uttar Pradesh,Unemployed,50-100,0
21,Male,Single,5,Uttarakhand,Student,0-10,2
47,Male,Other,4,Manipur,Unemployed,0-10,1
80,Female,Single,1,West Bengal,Employed(Government),0-10,2
33,Male,Other,5,Goa,Unemployed,10-50,1
50,Male,Other,6,Chandigarh,Unemployed,500-1000,1
65,Female,Single,4,Chandigarh,Employed(Private),0-10,2
37,Female,Single,5,Andhra Pradesh,Unemployed,1000+,1
54,Male,Single,1,Delhi,Employed(Government),500-1000,0
77,Male,Married,10,Goa,Unemployed,100-500,2
72,Female,Other,4,Jharkhand,Unemployed,0-10,1
59,Female,Single,6,Goa,Employed(Government),100-500,3
30,Male,Married,6,Ladakh,Employed(Private),10-50,2
67,Female,Single,8,West Bengal,Student,500-1000,1
59,Male,Single,1,Uttarakhand,Retired,500-1000,1
59,Male,Single,7,Uttarakhand,Retired,10-50,1
65,Male,Married,7,Odisha,Student,100-500,0
54,Male,Other,6,Bihar,Student,10-50,3
56,Male,Single,10,Mizoram,Student,500-1000,2
62,Male,Other,1,Dadra and Nagar Haveli and Daman and Diu,Retired,10-50,3
66,Female,Married,8,Andhra Pradesh,Retired,0-10,1
43,Female,Single,7,Rajasthan,Employed(Government),1000+,1
35,Female,Married,7,Gujarat,Retired,50-100,3
27,Male,Other,1,Dadra and Nagar Haveli and Daman and Diu,Employed(Government),0-10,0
45,Female,Married,6,Himachal Pradesh,Student,0-10,1
35,Female,Married,3,Haryana,Employed(Government),500-1000,1
59,Female,Single,7,Arunachal Pradesh,Retired,50-100,0
73,Female,Single,1,Meghalaya,Employed(Government),500-1000,2
34,Male,Other,10,Uttar Pradesh,Student,500-1000,2
72,Male,Other,6,Puducherry,Retired,500-1000,1
78,Female,Married,6,Kerala,Retired,1000+,2
54,Male,Other,9,Puducherry,Retired,50-100,1
51,Female,Married,10,Gujarat,Student,100-500,2
70,Male,Married,10,Bihar,Employed(Government),0-10,3
55,Female,Other,3,Andaman and Nicobar Islands,Retired,500-1000,0
39,Female,Single,2,Manipur,Employed(Private),500-1000,2
43,Male,Other,10,Uttarakhand,Employed(Government),50-100,2
26,Male,Single,4,Nagaland,Employed(Government),500-1000,1
80,Male,Other,9,Bihar,Employed(Government),1000+,0
54,Female,Single,7,Haryana,Unemployed,0-10,0
30,Male,Other,7,Jharkhand,Student,10-50,3
20,Male,Single,2,Uttarakhand,Employed(Private),1000+,0
59,Female,Other,6,Jammu and Kashmir,Employed(Government),1000+,2
53,Male,Other,8,Tripura,Employed(Government),50-100,0
25,Male,Married,9,Kerala,Unemployed,500-1000,0
76,Male,Married,4,Manipur,Retired,100-500,0
61,Female,Single,10,Delhi,Employed(Government),1000+,2
61,Female,Married,9,Delhi,Student,1000+,2
64,Male,Other,2,Tripura,Employed(Government),500-1000,0
71,Male,Married,2,Uttar Pradesh,Employed(Government),50-100,0
52,Male,Other,1,Goa,Retired,1000+,0
54,Female,Other,6,Odisha,Employed(Government),1000+,2
21,Female,Married,6,Delhi,Employed(Government),1000+,1
79,Female,Single,8,Meghalaya,Employed(Private),0-10,0
27,Female,Other,2,Dadra and Nagar Haveli and Daman and Diu,Retired,1000+,1
49,Male,Married,10,West Bengal,Unemployed,100-500,0
23,Male,Single,8,West Bengal,Employed(Private),1000+,1
63,Female,Married,3,Rajasthan,Student,1000+,1
62,Female,Married,7,Manipur,Employed(Private),0-10,2
77,Male,Other,5,Gujarat,Employed(Government),0-10,2
32,Female,Single,8,Ladakh,Retired,0-10,0
72,Female,Married,1,Delhi,Employed(Government),10-50,2
75,Male,Married,7,Odisha,Employed(Private),50-100,0
72,Female,Married,5,Kerala,Employed(Government),10-50,0
70,Female,Married,8,Madhya Pradesh,Unemployed,1000+,1
27,Female,Single,5,Odisha,Unemployed,100-500,1
68,Male,Other,1,Haryana,Employed(Private),500-1000,2
79,Male,Married,9,Assam,Employed(Government),0-10,2
25,Male,Single,4,Haryana,Retired,1000+,2
52,Male,Single,9,Gujarat,Employed(Private),50-100,0
42,Male,Married,5,Jammu and Kashmir,Student,1000+,3
35,Female,Married,5,Ladakh,Unemployed,0-10,1
68,Male,Married,1,Assam,Unemployed,10-50,0
72,Male,Married,10,Arunachal Pradesh,Employed(Government),10-50,1
52,Male,Single,3,Karnataka,Employed(Government),1000+,2
33,Female,Single,5,Bihar,Employed(Private),0-10,0
27,Male,Married,8,Gujarat,Employed(Private),10-50,1
47,Female,Other,2,Rajasthan,Retired,0-10,3
63,Male,Married,2,Arunachal Pradesh,Employed(Private),500-1000,2
53,Male,Single,10,Ladakh,Employed(Government),100-500,0
25,Male,Married,10,Goa,Employed(Government),500-1000,2
35,Female,Married,4,Himachal Pradesh,Retired,1000+,3
23,Female,Married,4,Maharashtra,Student,1000+,0
61,Male,Married,8,Telangana,Employed(Government),50-100,1
76,Male,Single,7,Lakshadweep,Unemployed,100-500,0
48,Male,Married,10,Uttar Pradesh,Employed(Government),10-50,2
32,Male,Other,6,Chhattisgarh,Employed(Private),100-500,3
80,Male,Single,7,Rajasthan,Unemployed,10-50,3
34,Male,Other,9,Delhi,Employed(Government),10-50,1
68,Male,Married,7,Delhi,Student,0-10,2
32,Male,Married,8,Assam,Employed(Government),500-1000,3
22,Male,Single,8,Nagaland,Unemployed,1000+,3
36,Female,Other,5,Dadra and Nagar Haveli and Daman and Diu,Student,50-100,2
51,Male,Single,9,Punjab,Unemployed,10-50,3
24,Male,Other,2,Chandigarh,Unemployed,1000+,1
25,Male,Married,9,Bihar,Unemployed,10-50,3
78,Female,Married,2,Telangana,Unemployed,0-10,0
55,Male,Other,4,Kerala,Employed(Private),100-500,1
56,Male,Other,7,Delhi,Retired,100-500,1
61,Female,Married,3,Jammu and Kashmir,Student,50-100,2
50,Male,Married,7,Delhi,Student,1000+,0
39,Male,Other,10,Telangana,Employed(Private),10-50,3
38,Male,Single,5,Kerala,Unemployed,10-50,0
53,Male,Single,6,Puducherry,Retired,100-500,0
20,Female,Married,2,Tripura,Employed(Government),100-500,1
64,Male,Married,4,Arunachal Pradesh,Employed(Government),10-50,0
32,Female,Single,3,Tamil Nadu,Student,1000+,1
80,Female,Single,3,Sikkim,Employed(Private),100-500,0
63,Female,Other,6,Gujarat,Employed(Private),10-50,1
38,Male,Married,5,Nagaland,Unemployed,1000+,0
73,Female,Single,7,Karnataka,Student,1000+,3
55,Male,Married,10,Sikkim,Student,500-1000,2
61,Female,Single,6,Meghalaya,Retired,0-10,3
47,Female,Married,8,Odisha,Employed(Government),100-500,3
39,Male,Single,10,Tripura,Employed(Private),100-500,0
76,Male,Married,7,Goa,Employed(Private),50-100,3
77,Male,Married,9,Bihar,Unemployed,0-10,1
38,Male,Married,4,Himachal Pradesh,Employed(Private),10-50,1
21,Male,Single,7,Himachal Pradesh,Retired,50-100,1
46,Female,Other,6,Madhya Pradesh,Student,0-10,1
29,Male,Other,3,Jharkhand,Unemployed,1000+,2
43,Female,Married,2,Gujarat,Employed(Government),50-100,1
78,Male,Single,6,Tripura,Employed(Private),10-50,1
29,Female,Married,1,Puducherry,Student,0-10,1
59,Male,Married,7,Chhattisgarh,Employed(Government),500-1000,3
75,Female,Married,3,Manipur,Unemployed,50-100,1
42,Female,Single,3,Tamil Nadu,Student,50-100,0
52,Female,Single,10,Uttar Pradesh,Employed(Private),100-500,0
58,Female,Married,8,Arunachal Pradesh,Employed(Private),10-50,3
26,Male,Other,9,Mizoram,Unemployed,50-100,0
19,Male,Married,7,Manipur,Employed(Private),100-500,1
30,Female,Other,5,Assam,Student,10-50,2
72,Female,Single,4,Lakshadweep,Employed(Government),50-100,1
63,Male,Married,1,Rajasthan,Unemployed,0-10,3
58,Male,Other,2,Goa,Employed(Private),1000+,0
20,Female,Other,8,Andaman and Nicobar Islands,Student,0-10,1
63,Female,Other,3,Arunachal Pradesh,Employed(Government),100-500,2
66,Male,Other,6,Karnataka,Employed(Private),500-1000,1
80,Male,Married,5,Rajasthan,Employed(Government),50-100,2
24,Male,Married,8,Dadra and Nagar Haveli and Daman and Diu,Retired,1000+,1
46,Female,Other,8,Jharkhand,Retired,50-100,3
28,Female,Single,6,Uttarakhand,Employed(Government),100-500,3
29,Male,Other,8,Delhi,Unemployed,100-500,2
72,Female,Married,6,Assam,Unemployed,500-1000,1
77,Female,Other,7,Nagaland,Employed(Government),1000+,2
66,Male,Married,7,Nagaland,Unemployed,10-50,3
37,Female,Married,1,Arunachal Pradesh,Student,100-500,1
47,Male,Married,6,Jharkhand,Employed(Government),500-1000,2
58,Male,Married,3,Goa,Employed(Government),10-50,1
73,Male,Married,9,Sikkim,Unemployed,1000+,2
38,Male,Single,9,Goa,Employed(Government),0-10,3
46,Female,Married,1,Ladakh,Retired,0-10,3
70,Male,Single,7,Madhya Pradesh,Student,500-1000,1
22,Female,Single,9,Tamil Nadu,Student,100-500,0
28,Male,Married,1,Dadra and Nagar Haveli and Daman and Diu,Unemployed,0-10,0
79,Female,Single,3,Karnataka,Unemployed,100-500,2
39,Male,Married,4,Haryana,Employed(Government),500-1000,3
18,Female,Single,1,Manipur,Unemployed,10-50,1
35,Female,Married,5,Karnataka,Employed(Private),10-50,2
61,Male,Other,8,Uttarakhand,Employed(Government),100-500,3
47,Male,Married,6,Chhattisgarh,Employed(Government),500-1000,0
80,Male,Single,3,Madhya Pradesh,Student,100-500,1
62,Female,Married,7,Jammu and Kashmir,Employed(Private),1000+,1
30,Female,Other,6,West Bengal,Employed(Government),500-1000,2
78,Male,Married,7,Madhya Pradesh,Retired,500-1000,0
30,Female,Other,4,Bihar,Retired,0-10,1
25,Female,Married,6,Andhra Pradesh,Student,50-100,1
73,Female,Other,2,Puducherry,Unemployed,1000+,1
65,Male,Married,9,Haryana,Employed(Government),0-10,0
29,Male,Married,1,Nagaland,Employed(Private),1000+,0
76,Male,Single,5,Punjab,Unemployed,500-1000,0
41,Female,Other,4,Uttarakhand,Employed(Government),500-1000,3
53,Female,Married,3,Madhya Pradesh,Unemployed,10-50,2
73,Male,Other,9,Uttarakhand,Employed(Private),100-500,0
20,Female,Single,10,Chandigarh,Student,500-1000,3
35,Male,Married,9,Karnataka,Student,0-10,2
69,Female,Single,2,Uttarakhand,Employed(Government),10-50,2
46,Female,Other,6,Nagaland,Unemployed,500-1000,2
57,Male,Married,4,Tripura,Employed(Private),500-1000,1
73,Female,Other,6,Tamil Nadu,Employed(Private),100-500,1
68,Male,Married,1,Haryana,Student,10-50,0
56,Female,Single,5,Chhattisgarh,Student,0-10,1
66,Male,Other,2,Lakshadweep,Employed(Private),50-100,1
22,Male,Other,7,Sikkim,Unemployed,10-50,3
18,Female,Other,7,Manipur,Retired,50-100,2
54,Female,Other,5,Andhra Pradesh,Employed(Government),500-1000,3
35,Female,Other,1,Goa,Retired,10-50,0
77,Male,Single,8,Lakshadweep,Retired,1000+,1
44,Male,Married,10,Goa,Retired,500-1000,1
77,Female,Single,1,Andhra Pradesh,Unemployed,1000+,0
68,Male,Married,6,Uttar Pradesh,Retired,100-500,3
66,Male,Married,9,Madhya Pradesh,Retired,10-50,1
44,Female,Other,7,Meghalaya,Unemployed,0-10,1
27,Female,Married,5,Sikkim,Retired,10-50,2
21,Female,Other,8,Assam,Employed(Private),500-1000,2
45,Female,Married,5,Haryana,Retired,1000+,1
80,Female,Other,1,Nagaland,Retired,0-10,2
80,Male,Single,2,Goa,Unemployed,1000+,1
24,Female,Single,8,Tamil Nadu,Employed(Government),0-10,1
43,Female,Single,1,Meghalaya,Employed(Government),1000+,0
23,Female,Married,3,Gujarat,Retired,100-500,0
67,Female,Single,9,Meghalaya,Unemployed,50-100,1
76,Female,Married,10,Uttar Pradesh,Retired,10-50,1
60,Female,Married,4,Madhya Pradesh,Retired,100-500,3
74,Male,Other,10,Maharashtra,Student,10-50,3
70,Male,Other,5,Tripura,Employed(Government),100-500,2
55,Female,Other,6,Jharkhand,Unemployed,0-10,3
31,Female,Married,2,Rajasthan,Employed(Private),100-500,3
64,Female,Single,3,Ladakh,Employed(Private),1000+,1
39,Male,Married,10,Karnataka,Unemployed,0-10,1
66,Male,Single,3,Maharashtra,Student,500-1000,0
74,Male,Married,9,Andhra Pradesh,Unemployed,10-50,3
23,Male,Other,8,Goa,Unemployed,500-1000,3
32,Male,Other,7,Uttarakhand,Unemployed,500-1000,0
75,Female,Single,8,Sikkim,Retired,500-1000,2
25,Female,Married,2,Assam,Retired,1000+,1
55,Male,Married,3,Chhattisgarh,Employed(Private),0-10,2
73,Female,Married,8,Assam,Employed(Government),1000+,1
59,Male,Other,7,Assam,Employed(Private),500-1000,0
63,Female,Married,5,Jammu and Kashmir,Retired,500-1000,2
71,Female,Married,6,Jammu and Kashmir,Retired,500-1000,2
27,Female,Single,7,Manipur,Employed(Private),100-500,2
22,Male,Married,2,Meghalaya,Retired,1000+,0
78,Female,Married,2,Rajasthan,Unemployed,500-1000,3
50,Female,Single,2,Tamil Nadu,Retired,500-1000,0
34,Female,Married,5,Punjab,Retired,500-1000,1
71,Female,Other,4,Chhattisgarh,Employed(Government),100-500,1
74,Male,Married,1,Assam,Employed(Government),1000+,0
42,Male,Single,2,Jammu and Kashmir,Employed(Government),1000+,2
41,Female,Single,6,Goa,Retired,0-10,2
43,Female,Other,2,Jammu and Kashmir,Employed(Private),500-1000,0
39,Male,Married,7,Madhya Pradesh,Employed(Private),0-10,1
78,Male,Other,3,Lakshadweep,Retired,1000+,3
69,Female,Single,9,Arunachal Pradesh,Unemployed,10-50,3
30,Female,Other,7,Jharkhand,Student,0-10,1
64,Male,Other,8,Uttarakhand,Retired,100-500,2
76,Male,Single,5,Tamil Nadu,Student,1000+,0
24,Female,Married,7,Ladakh,Employed(Private),100-500,0
40,Male,Single,7,Delhi,Employed(Private),0-10,2
53,Female,Single,2,Sikkim,Employed(Government),50-100,0
25,Male,Single,9,Himachal Pradesh,Employed(Private),100-500,1
49,Female,Single,7,Kerala,Unemployed,100-500,3
64,Male,Other,10,Assam,Employed(Government),50-100,3
26,Female,Other,8,Uttar Pradesh,Retired,100-500,3
78,Female,Married,1,Chhattisgarh,Employed(Government),50-100,0
36,Female,Other,6,Madhya Pradesh,Unemployed,100-500,1
74,Female,Other,1,Puducherry,Unemployed,0-10,1
20,Female,Married,5,Tripura,Employed(Government),0-10,0
60,Female,Single,6,Kerala,Unemployed,1000+,0
33,Female,Single,5,Dadra and Nagar Haveli and Daman and Diu,Student,500-1000,3
55,Female,Other,9,Odisha,Employed(Private),1000+,2
72,Male,Other,2,Haryana,Unemployed,0-10,3
61,Female,Married,10,Mizoram,Retired,1000+,1
24,Female,Single,9,Nagaland,Student,0-10,0
20,Female,Other,9,Chhattisgarh,Unemployed,10-50,1
72,Female,Married,1,Odisha,Student,500-1000,1
67,Female,Single,9,Arunachal Pradesh,Employed(Private),100-500,1
46,Male,Single,2,Andaman and Nicobar Islands,Employed(Private),10-50,0
34,Female,Other,2,Odisha,Employed(Private),100-500,0
41,Female,Other,8,Himachal Pradesh,Employed(Private),10-50,1
67,Female,Other,6,Jharkhand,Employed(Private),10-50,2
25,Female,Single,2,West Bengal,Retired,50-100,2
69,Female,Other,7,Jharkhand,Student,100-500,3
48,Female,Married,6,Uttar Pradesh,Employed(Private),50-100,2
28,Male,Married,1,Andaman and Nicobar Islands,Student,0-10,2
59,Female,Single,9,Jammu and Kashmir,Student,1000+,1
50,Female,Other,10,Manipur,Retired,50-100,0
60,Male,Married,10,Gujarat,Employed(Private),500-1000,2
23,Female,Married,8,Dadra and Nagar Haveli and Daman and Diu,Employed(Private),50-100,2
41,Female,Single,2,Delhi,Employed(Government),10-50,2
36,Female,Single,10,Mizoram,Employed(Private),100-500,3
22,Female,Single,2,Tamil Nadu,Employed(Private),1000+,0
49,Male,Married,8,Meghalaya,Student,500-1000,2
72,Female,Married,6,Maharashtra,Employed(Private),500-1000,0
19,Male,Single,3,Jharkhand,Retired,10-50,1
22,Female,Other,4,Andaman and Nicobar Islands,Employed(Private),100-500,1
41,Female,Married,7,Chandigarh,Student,50-100,2
73,Male,Other,1,Dadra and Nagar Haveli and Daman and Diu,Unemployed,50-100,2
45,Female,Single,9,Chandigarh,Student,100-500,0
75,Male,Other,5,Tamil Nadu,Employed(Government),1000+,1
73,Male,Other,9,Jharkhand,Retired,500-1000,1
43,Male,Single,3,Goa,Employed(Private),50-100,1
58,Male,Other,3,Andhra Pradesh,Employed(Private),50-100,1
45,Female,Married,7,Dadra and Nagar Haveli and Daman and Diu,Retired,1000+,0
39,Female,Married,7,Jharkhand,Student,10-50,2
43,Female,Other,6,Andhra Pradesh,Retired,10-50,1
51,Male,Married,5,Telangana,Employed(Government),500-1000,0
68,Female,Married,6,Andaman and Nicobar Islands,Retired,100-500,1
24,Male,Married,4,Nagaland,Retired,0-10,2
61,Male,Married,3,Odisha,Employed(Government),50-100,3
38,Female,Single,10,Puducherry,Employed(Private),100-500,1
69,Female,Married,6,Maharashtra,Student,10-50,0
62,Male,Single,5,Madhya Pradesh,Employed(Private),0-10,3
19,Male,Single,8,Delhi,Employed(Government),500-1000,2
37,Male,Married,10,Dadra and Nagar Haveli and Daman and Diu,Unemployed,10-50,1
59,Female,Other,8,Uttar Pradesh,Employed(Government),100-500,3
48,Male,Married,10,Haryana,Retired,100-500,0
25,Female,Other,4,Arunachal Pradesh,Student,10-50,3
63,Male,Single,2,Sikkim,Employed(Private),10-50,2
23,Female,Other,9,Tamil Nadu,Retired,50-100,0
19,Female,Other,5,Madhya Pradesh,Retired,500-1000,1
20,Male,Other,5,Chhattisgarh,Employed(Government),50-100,3
43,Male,Married,6,Tamil Nadu,Unemployed,500-1000,2
73,Male,Single,9,Telangana,Retired,100-500,2
44,Male,Other,1,Uttarakhand,Employed(Government),10-50,0
50,Female,Married,3,Chhattisgarh,Student,0-10,3
66,Male,Single,2,Goa,Employed(Private),50-100,2
77,Female,Married,10,Goa,Employed(Government),100-500,0
23,Male,Married,9,Dadra and Nagar Haveli and Daman and Diu,Employed(Private),50-100,1
51,Male,Single,7,Jammu and Kashmir,Employed(Private),1000+,3
32,Female,Other,8,Uttar Pradesh,Retired,500-1000,1
22,Female,Other,10,Tamil Nadu,Employed(Government),100-500,2
55,Male,Other,6,Haryana,Unemployed,10-50,2
58,Female,Married,5,Andaman and Nicobar Islands,Employed(Private),50-100,1
30,Female,Married,4,Jharkhand,Employed(Government),50-100,0
47,Male,Married,2,Andhra Pradesh,Employed(Government),500-1000,3
18,Female,Married,1,Ladakh,Unemployed,100-500,0
18,Female,Married,1,Tripura,Retired,10-50,0
45,Female,Single,4,Meghalaya,Employed(Government),0-10,1
20,Female,Other,5,Tripura,Employed(Private),50-100,1
29,Male,Single,6,Lakshadweep,Student,1000+,2
49,Female,Married,1,Maharashtra,Employed(Government),500-1000,2
43,Female,Married,9,Tripura,Unemployed,10-50,0
53,Male,Single,9,Meghalaya,Employed(Private),10-50,1
57,Male,Other,9,Assam,Student,0-10,1
64,Female,Other,9,Delhi,Student,1000+,3
79,Female,Other,6,Punjab,Retired,0-10,1
26,Female,Other,1,Mizoram,Retired,500-1000,0
26,Female,Other,4,Assam,Unemployed,10-50,3
61,Female,Married,9,Tamil Nadu,Employed(Private),100-500,2
78,Male,Single,10,Jammu and Kashmir,Student,0-10,3
36,Female,Married,1,Haryana,Unemployed,500-1000,0
71,Female,Other,3,Odisha,Employed(Government),500-1000,3
63,Male,Other,7,Uttar Pradesh,Employed(Private),500-1000,3
45,Male,Single,8,Nagaland,Employed(Private),10-50,1
33,Female,Married,7,Tamil Nadu,Employed(Private),50-100,0
64,Male,Married,9,Jharkhand,Student,0-10,0
38,Male,Single,1,Gujarat,Unemployed,1000+,3
44,Female,Married,10,Punjab,Unemployed,500-1000,1
71,Female,Other,6,Lakshadweep,Unemployed,10-50,2
44,Male,Other,7,Goa,Unemployed,100-500,3
