Physical Activity Level,Dietary Habits,Sleep Duration (hours),Stress Level,Smoking Status,Alcohol Consumption,Caffeine Intake,Hydration Level,Work-Life Balance,Hobbies and Interests,Social Support,Mindfulness and Meditation Practice,Exposure to Natural Light,Technology Usage,Air Quality Exposure,Cluster_KModes
Moderate,Vegetarian,9,Moderate,Former Smoker,None,None,Insufficient,Fair,Music,Moderate,Occasional,High,Minimal,Average,1
Active,Vegetarian,10,High,Smoker,None,Low,Insufficient,Excellent,Sports,Weak,None,High,Moderate,Good,1
Active,Mediterranean,8,Moderate,Non-smoker,Regular,Low,Insufficient,Good,Sports,Weak,None,Low,Minimal,Poor,0
Moderate,Mediterranean,5,High,Smoker,None,Low,Adequate,Excellent,Reading,Moderate,Regular,Moderate,Minimal,Poor,0
Moderate,Vegan,5,Moderate,Smoker,None,High,Insufficient,Poor,Music,Strong,None,High,Minimal,Average,1
Sedentary,Vegetarian,7,High,Non-smoker,None,Low,Insufficient,Good,Traveling,Weak,None,High,Minimal,Good,2
Active,Mediterranean,11,High,Non-smoker,Occasional,None,Insufficient,Excellent,Traveling,Strong,Regular,Low,Excessive,Average,2
Moderate,Omnivore,4,High,Non-smoker,None,High,Insufficient,Fair,Reading,Strong,Occasional,Low,Excessive,Poor,2
Moderate,Vegetarian,6,High,Non-smoker,Occasional,High,Adequate,Good,Traveling,Moderate,None,Moderate,Excessive,Average,2
Active,Vegetarian,7,High,Non-smoker,Regular,High,Insufficient,Poor,Reading,Weak,Regular,Moderate,Moderate,Average,1
Sedentary,Mediterranean,9,Moderate,Smoker,Regular,High,Adequate,Fair,Reading,Moderate,Occasional,Moderate,Moderate,Poor,0
Moderate,Vegan,7,Low,Smoker,Occasional,High,Adequate,Excellent,Reading,Strong,Occasional,Moderate,Minimal,Poor,0
Active,Mediterranean,11,Low,Smoker,None,High,Insufficient,Good,Sports,Strong,Regular,Moderate,Excessive,Good,2
Sedentary,Mediterranean,8,Moderate,Smoker,Occasional,High,Adequate,Good,Reading,Moderate,Regular,High,Excessive,Average,0
Sedentary,Omnivore,5,Moderate,Smoker,Occasional,Low,Adequate,Poor,Reading,Weak,Regular,Moderate,Minimal,Good,0
Moderate,Mediterranean,12,High,Smoker,Regular,None,Adequate,Fair,Sports,Strong,None,High,Moderate,Average,3
Sedentary,Mediterranean,9,Moderate,Smoker,Regular,None,Adequate,Fair,Music,Strong,Regular,Low,Minimal,Poor,0
Sedentary,Vegetarian,9,Moderate,Non-smoker,Occasional,High,Adequate,Fair,Reading,Moderate,None,Low,Excessive,Average,0
Active,Mediterranean,12,Low,Smoker,Regular,None,Adequate,Good,Sports,Strong,Regular,Moderate,Moderate,Average,0
Moderate,Keto,11,Low,Smoker,Regular,Low,Insufficient,Poor,Reading,Weak,Regular,Low,Moderate,Good,1
Active,Mediterranean,8,High,Former Smoker,Occasional,None,Insufficient,Fair,Reading,Weak,Regular,Moderate,Excessive,Poor,0
Active,Vegan,9,Moderate,Non-smoker,Occasional,Low,Adequate,Excellent,Traveling,Moderate,Occasional,Low,Minimal,Average,1
Sedentary,Keto,11,Low,Former Smoker,None,None,Adequate,Poor,Music,Strong,None,Low,Moderate,Good,3
Sedentary,Omnivore,12,Low,Non-smoker,Occasional,Low,Adequate,Fair,Music,Moderate,Occasional,High,Minimal,Poor,0
Moderate,Mediterranean,5,Low,Former Smoker,Regular,Low,Adequate,Poor,Reading,Strong,None,Low,Minimal,Good,0
Moderate,Mediterranean,8,High,Former Smoker,Regular,High,Insufficient,Excellent,Music,Weak,Regular,High,Moderate,Poor,1
Sedentary,Keto,7,Moderate,Smoker,Occasional,High,Insufficient,Poor,Sports,Moderate,Regular,Low,Minimal,Good,0
Moderate,Keto,10,High,Former Smoker,None,Low,Adequate,Poor,Reading,Weak,Regular,Moderate,Minimal,Good,2
Active,Omnivore,7,Low,Smoker,Occasional,None,Insufficient,Excellent,Reading,Strong,None,Moderate,Excessive,Poor,0
Sedentary,Mediterranean,9,High,Smoker,Regular,High,Insufficient,Good,Traveling,Moderate,Occasional,Moderate,Moderate,Good,2
Sedentary,Vegetarian,11,Low,Non-smoker,None,None,Adequate,Fair,Reading,Strong,Regular,Moderate,Minimal,Average,0
Sedentary,Mediterranean,12,High,Smoker,None,High,Adequate,Excellent,Traveling,Moderate,Occasional,High,Moderate,Poor,0
Moderate,Mediterranean,12,High,Non-smoker,Occasional,High,Adequate,Fair,Reading,Weak,Occasional,Moderate,Moderate,Good,3
Moderate,Omnivore,12,High,Smoker,Regular,Low,Adequate,Good,Traveling,Moderate,None,High,Minimal,Good,2
Moderate,Mediterranean,6,High,Smoker,None,None,Insufficient,Poor,Music,Strong,Occasional,Low,Minimal,Average,2
Sedentary,Keto,4,Low,Non-smoker,Regular,None,Insufficient,Good,Sports,Weak,Regular,Low,Excessive,Average,0
Active,Omnivore,11,Moderate,Smoker,None,Low,Insufficient,Fair,Traveling,Moderate,Occasional,High,Excessive,Poor,1
Sedentary,Omnivore,5,Low,Smoker,None,High,Adequate,Poor,Traveling,Strong,Occasional,Low,Excessive,Good,2
Sedentary,Vegetarian,11,High,Smoker,Occasional,None,Adequate,Excellent,Traveling,Moderate,None,Low,Excessive,Poor,0
Active,Keto,7,Low,Non-smoker,Regular,Low,Adequate,Poor,Traveling,Moderate,None,High,Excessive,Average,1
Active,Vegetarian,10,Low,Smoker,Occasional,None,Adequate,Good,Sports,Moderate,Regular,Moderate,Excessive,Good,0
Moderate,Keto,5,Moderate,Smoker,Occasional,None,Insufficient,Good,Reading,Strong,None,Moderate,Minimal,Good,0
Sedentary,Mediterranean,4,Low,Former Smoker,Regular,Low,Adequate,Good,Reading,Strong,Regular,High,Excessive,Good,0
Active,Vegan,8,Moderate,Smoker,Regular,None,Adequate,Good,Music,Weak,Occasional,Moderate,Moderate,Good,3
Moderate,Keto,7,High,Smoker,Regular,High,Insufficient,Good,Traveling,Moderate,Occasional,High,Minimal,Good,2
Moderate,Keto,6,Low,Former Smoker,None,Low,Adequate,Poor,Music,Moderate,None,Moderate,Minimal,Good,2
Moderate,Vegetarian,11,High,Non-smoker,Occasional,None,Adequate,Fair,Music,Weak,Regular,Moderate,Minimal,Good,3
Moderate,Keto,10,Low,Smoker,None,High,Adequate,Poor,Music,Weak,Occasional,Low,Moderate,Average,0
Active,Mediterranean,5,Low,Smoker,Occasional,Low,Adequate,Good,Sports,Strong,Occasional,Moderate,Minimal,Poor,0
Sedentary,Omnivore,8,Moderate,Smoker,None,Low,Adequate,Fair,Traveling,Weak,Occasional,Low,Minimal,Good,0
Active,Mediterranean,12,Low,Former Smoker,None,High,Adequate,Good,Sports,Weak,None,High,Minimal,Average,0
Sedentary,Vegan,11,Moderate,Non-smoker,Occasional,Low,Adequate,Good,Reading,Moderate,None,Low,Minimal,Good,0
Sedentary,Vegan,12,High,Former Smoker,Regular,High,Insufficient,Poor,Reading,Weak,Regular,Low,Moderate,Good,1
Moderate,Mediterranean,5,High,Smoker,None,Low,Insufficient,Excellent,Music,Weak,None,High,Minimal,Good,2
Active,Keto,12,Low,Former Smoker,None,Low,Adequate,Excellent,Sports,Weak,Regular,Low,Excessive,Poor,0
Active,Mediterranean,12,Low,Smoker,None,Low,Adequate,Poor,Music,Strong,None,Moderate,Excessive,Poor,3
Active,Mediterranean,12,Low,Non-smoker,None,None,Insufficient,Poor,Music,Moderate,Regular,Moderate,Excessive,Average,1
Moderate,Keto,6,High,Former Smoker,None,High,Insufficient,Poor,Sports,Weak,None,Low,Excessive,Good,2
Moderate,Vegetarian,6,Moderate,Non-smoker,Occasional,Low,Adequate,Good,Reading,Moderate,Regular,Moderate,Minimal,Good,2
Sedentary,Keto,5,Low,Former Smoker,None,Low,Insufficient,Poor,Sports,Weak,None,Low,Minimal,Good,0
Moderate,Keto,10,Moderate,Non-smoker,Occasional,None,Insufficient,Excellent,Traveling,Strong,Regular,Moderate,Excessive,Good,2
Moderate,Omnivore,7,Moderate,Former Smoker,Regular,Low,Adequate,Excellent,Sports,Strong,None,Low,Excessive,Poor,0
Sedentary,Keto,4,High,Non-smoker,Regular,None,Insufficient,Excellent,Sports,Strong,Regular,High,Moderate,Average,1
Sedentary,Omnivore,11,Moderate,Non-smoker,None,High,Insufficient,Poor,Reading,Moderate,Regular,Low,Excessive,Average,1
Active,Vegetarian,11,High,Non-smoker,None,Low,Adequate,Excellent,Traveling,Moderate,None,High,Minimal,Poor,1
Sedentary,Vegetarian,6,High,Non-smoker,Occasional,Low,Adequate,Poor,Traveling,Weak,Occasional,Low,Excessive,Good,2
Moderate,Omnivore,11,Low,Smoker,None,Low,Insufficient,Fair,Sports,Moderate,Occasional,High,Excessive,Good,2
Moderate,Vegan,8,Low,Non-smoker,Occasional,Low,Insufficient,Poor,Traveling,Weak,Occasional,Moderate,Excessive,Good,2
Moderate,Keto,5,Low,Non-smoker,Regular,None,Insufficient,Fair,Music,Strong,Occasional,High,Moderate,Good,2
Moderate,Vegan,4,High,Non-smoker,Regular,Low,Insufficient,Fair,Sports,Weak,None,High,Excessive,Good,2
Sedentary,Keto,9,Low,Smoker,None,Low,Insufficient,Poor,Reading,Strong,Occasional,Moderate,Minimal,Average,2
Moderate,Keto,9,Low,Former Smoker,None,High,Adequate,Excellent,Traveling,Strong,Regular,Moderate,Moderate,Poor,3
Moderate,Vegan,8,Low,Non-smoker,Occasional,None,Adequate,Poor,Music,Weak,Regular,High,Moderate,Good,0
Sedentary,Vegetarian,12,Low,Smoker,Occasional,High,Adequate,Poor,Sports,Moderate,Regular,High,Excessive,Good,1
Moderate,Vegan,11,High,Non-smoker,Regular,High,Insufficient,Good,Music,Strong,None,High,Minimal,Average,2
Sedentary,Mediterranean,7,Moderate,Former Smoker,Regular,High,Adequate,Excellent,Traveling,Weak,None,Moderate,Minimal,Average,0
Moderate,Vegan,11,High,Non-smoker,Occasional,High,Adequate,Poor,Traveling,Strong,Regular,High,Moderate,Poor,3
Sedentary,Mediterranean,9,Moderate,Non-smoker,Regular,None,Insufficient,Excellent,Music,Strong,None,Low,Excessive,Poor,0
Active,Mediterranean,12,High,Smoker,Regular,High,Adequate,Poor,Traveling,Weak,Occasional,High,Moderate,Average,1
Sedentary,Vegan,7,High,Smoker,Occasional,Low,Adequate,Fair,Sports,Weak,None,Low,Minimal,Average,0
Active,Vegan,11,Low,Former Smoker,None,None,Adequate,Poor,Music,Weak,None,Low,Moderate,Average,0
Active,Mediterranean,5,High,Non-smoker,Occasional,Low,Adequate,Excellent,Reading,Moderate,None,Low,Minimal,Good,0
Active,Vegetarian,6,Low,Former Smoker,None,High,Insufficient,Good,Music,Strong,Occasional,Moderate,Moderate,Poor,3
Moderate,Keto,10,Moderate,Smoker,Regular,High,Adequate,Good,Reading,Strong,Regular,Low,Moderate,Average,0
Moderate,Vegan,8,Moderate,Former Smoker,None,High,Insufficient,Excellent,Traveling,Moderate,None,Moderate,Moderate,Good,1
Sedentary,Vegan,12,Moderate,Non-smoker,Occasional,High,Insufficient,Poor,Sports,Moderate,None,Moderate,Moderate,Poor,1
Sedentary,Mediterranean,12,Moderate,Smoker,Occasional,High,Adequate,Good,Music,Strong,None,Low,Moderate,Average,0
Sedentary,Keto,8,Low,Former Smoker,Occasional,None,Adequate,Fair,Traveling,Strong,Occasional,Moderate,Minimal,Poor,0
Sedentary,Omnivore,5,Low,Non-smoker,None,None,Adequate,Fair,Reading,Moderate,Regular,High,Moderate,Poor,0
Sedentary,Omnivore,12,Moderate,Non-smoker,None,Low,Adequate,Good,Music,Strong,Regular,Low,Moderate,Poor,2
Active,Vegan,7,Moderate,Former Smoker,Regular,Low,Insufficient,Good,Traveling,Moderate,None,High,Minimal,Average,1
Active,Vegetarian,9,High,Former Smoker,None,Low,Adequate,Excellent,Sports,Weak,Regular,Low,Moderate,Poor,1
Active,Vegan,8,Moderate,Non-smoker,Regular,Low,Insufficient,Good,Sports,Moderate,Regular,High,Minimal,Average,1
Sedentary,Keto,7,Moderate,Non-smoker,Regular,Low,Insufficient,Fair,Music,Moderate,Regular,Moderate,Minimal,Average,1
Sedentary,Mediterranean,10,High,Former Smoker,None,Low,Adequate,Poor,Sports,Moderate,Regular,Low,Minimal,Good,1
Moderate,Mediterranean,6,Moderate,Non-smoker,Regular,None,Insufficient,Poor,Sports,Weak,Occasional,Low,Minimal,Average,1
Active,Keto,5,Low,Smoker,None,High,Insufficient,Good,Sports,Strong,Occasional,High,Excessive,Average,2
Sedentary,Vegan,12,Moderate,Smoker,None,Low,Insufficient,Poor,Reading,Strong,Occasional,High,Minimal,Good,2
Sedentary,Keto,4,Moderate,Former Smoker,None,Low,Adequate,Excellent,Sports,Weak,Occasional,Moderate,Minimal,Average,1
Sedentary,Keto,9,Moderate,Smoker,Occasional,High,Adequate,Good,Reading,Moderate,None,High,Moderate,Poor,0
Active,Vegan,10,High,Non-smoker,None,Low,Adequate,Good,Traveling,Strong,Regular,High,Excessive,Average,2
Moderate,Mediterranean,11,High,Smoker,None,None,Insufficient,Poor,Music,Moderate,Occasional,Low,Minimal,Good,2
Moderate,Omnivore,10,High,Smoker,Regular,None,Adequate,Good,Reading,Moderate,Occasional,Moderate,Minimal,Average,0
Sedentary,Mediterranean,8,High,Non-smoker,Occasional,Low,Adequate,Fair,Sports,Moderate,None,Moderate,Excessive,Poor,0
Sedentary,Vegetarian,7,High,Non-smoker,Occasional,High,Adequate,Poor,Music,Moderate,Regular,Low,Moderate,Average,1
Moderate,Keto,9,High,Former Smoker,Occasional,Low,Insufficient,Fair,Sports,Weak,None,High,Minimal,Average,1
Moderate,Omnivore,6,Low,Former Smoker,None,High,Adequate,Poor,Music,Weak,None,High,Excessive,Good,3
Sedentary,Vegetarian,5,High,Smoker,Occasional,None,Insufficient,Poor,Traveling,Weak,Occasional,High,Moderate,Poor,0
Sedentary,Vegan,7,Low,Smoker,None,High,Adequate,Poor,Music,Strong,Occasional,Moderate,Excessive,Average,0
Moderate,Vegan,10,High,Non-smoker,Regular,High,Insufficient,Excellent,Music,Strong,Occasional,Moderate,Excessive,Good,2
Sedentary,Mediterranean,12,Moderate,Non-smoker,Regular,None,Adequate,Fair,Traveling,Moderate,None,Low,Excessive,Good,0
Sedentary,Keto,7,Moderate,Non-smoker,None,High,Insufficient,Fair,Sports,Weak,Occasional,Moderate,Minimal,Good,2
Active,Omnivore,7,Low,Smoker,None,None,Adequate,Good,Music,Strong,Regular,High,Excessive,Poor,0
Active,Vegetarian,11,Low,Non-smoker,Occasional,None,Insufficient,Excellent,Traveling,Weak,Regular,Moderate,Excessive,Average,1
Active,Vegetarian,6,High,Smoker,Regular,None,Adequate,Fair,Traveling,Strong,Regular,Low,Excessive,Average,2
Moderate,Omnivore,10,Moderate,Former Smoker,None,None,Insufficient,Poor,Sports,Moderate,None,Moderate,Excessive,Poor,1
Active,Vegan,7,Low,Non-smoker,Regular,Low,Insufficient,Fair,Music,Moderate,Occasional,High,Moderate,Poor,1
Sedentary,Mediterranean,4,Moderate,Former Smoker,Occasional,Low,Insufficient,Excellent,Reading,Moderate,None,High,Moderate,Good,1
Moderate,Omnivore,12,Low,Smoker,Regular,High,Insufficient,Good,Music,Moderate,Occasional,Moderate,Moderate,Poor,3
Moderate,Mediterranean,6,Moderate,Former Smoker,Occasional,None,Adequate,Poor,Traveling,Moderate,Regular,Moderate,Minimal,Poor,0
Moderate,Vegan,10,High,Former Smoker,None,High,Adequate,Excellent,Sports,Weak,Regular,Low,Excessive,Poor,2
Sedentary,Mediterranean,6,High,Former Smoker,Occasional,Low,Adequate,Poor,Sports,Strong,Occasional,Low,Excessive,Average,2
Sedentary,Omnivore,11,Moderate,Smoker,None,None,Insufficient,Excellent,Reading,Weak,None,Moderate,Excessive,Average,0
Sedentary,Mediterranean,11,Moderate,Smoker,None,None,Adequate,Poor,Sports,Weak,Occasional,High,Excessive,Good,0
Sedentary,Keto,12,High,Former Smoker,Regular,None,Adequate,Fair,Reading,Moderate,Occasional,Moderate,Excessive,Poor,3
Moderate,Keto,7,Moderate,Former Smoker,Regular,Low,Adequate,Fair,Sports,Weak,Occasional,Moderate,Moderate,Good,1
Moderate,Vegan,9,High,Smoker,Occasional,None,Adequate,Fair,Reading,Strong,None,High,Moderate,Good,3
Active,Vegetarian,9,Moderate,Former Smoker,None,High,Insufficient,Excellent,Reading,Moderate,Occasional,Moderate,Moderate,Good,1
Sedentary,Omnivore,9,Low,Former Smoker,None,High,Insufficient,Good,Traveling,Strong,Occasional,High,Excessive,Good,2
Sedentary,Vegan,6,High,Smoker,Regular,High,Insufficient,Poor,Sports,Weak,Regular,High,Moderate,Poor,1
Moderate,Mediterranean,10,Low,Smoker,None,None,Adequate,Fair,Traveling,Strong,Occasional,High,Moderate,Poor,0
Moderate,Vegan,7,Moderate,Non-smoker,Occasional,Low,Insufficient,Excellent,Reading,Weak,Occasional,Moderate,Excessive,Average,2
Active,Mediterranean,5,High,Former Smoker,Occasional,Low,Adequate,Good,Reading,Strong,None,Moderate,Moderate,Average,3
Moderate,Mediterranean,9,Moderate,Former Smoker,Regular,Low,Insufficient,Good,Traveling,Moderate,Occasional,High,Excessive,Average,1
Sedentary,Omnivore,11,Low,Former Smoker,None,Low,Adequate,Good,Sports,Moderate,None,High,Moderate,Poor,0
Moderate,Omnivore,7,Low,Smoker,Regular,Low,Adequate,Poor,Music,Strong,Regular,High,Moderate,Average,1
Active,Vegan,11,Low,Non-smoker,Regular,Low,Adequate,Fair,Traveling,Strong,Regular,Low,Minimal,Average,1
Sedentary,Keto,4,High,Former Smoker,None,High,Adequate,Fair,Music,Strong,Occasional,Low,Excessive,Good,2
Active,Keto,9,Moderate,Non-smoker,Occasional,Low,Adequate,Good,Reading,Weak,Regular,High,Moderate,Good,1
Sedentary,Vegan,5,Low,Former Smoker,Occasional,High,Adequate,Fair,Sports,Weak,Occasional,Low,Minimal,Good,0
Active,Vegetarian,8,Moderate,Non-smoker,Regular,High,Insufficient,Good,Sports,Moderate,Occasional,Moderate,Moderate,Average,1
Moderate,Keto,5,High,Non-smoker,Regular,Low,Adequate,Fair,Sports,Weak,None,Low,Excessive,Average,2
Active,Vegetarian,11,Low,Smoker,Regular,None,Insufficient,Excellent,Traveling,Weak,Occasional,Moderate,Moderate,Good,1
Sedentary,Omnivore,12,Low,Non-smoker,None,High,Adequate,Fair,Music,Moderate,Regular,High,Minimal,Good,3
Active,Vegan,8,High,Former Smoker,Regular,High,Insufficient,Good,Sports,Strong,None,High,Excessive,Good,1
Active,Mediterranean,7,High,Smoker,Regular,Low,Insufficient,Fair,Music,Moderate,Regular,High,Moderate,Good,1
Moderate,Vegan,12,Low,Smoker,Regular,Low,Adequate,Good,Traveling,Weak,None,High,Moderate,Poor,0
Active,Omnivore,10,Low,Smoker,None,None,Adequate,Fair,Sports,Strong,Occasional,Low,Minimal,Good,0
Sedentary,Keto,6,Moderate,Non-smoker,None,None,Adequate,Fair,Reading,Strong,None,Moderate,Moderate,Average,3
Sedentary,Keto,12,High,Non-smoker,Occasional,Low,Insufficient,Good,Reading,Strong,None,Moderate,Minimal,Good,2
Active,Mediterranean,12,Low,Former Smoker,Regular,High,Insufficient,Good,Traveling,Weak,Regular,Moderate,Minimal,Poor,0
Moderate,Omnivore,10,High,Former Smoker,None,Low,Adequate,Good,Traveling,Strong,Occasional,High,Excessive,Average,2
Sedentary,Keto,10,Moderate,Former Smoker,Occasional,None,Insufficient,Poor,Music,Moderate,Regular,Moderate,Moderate,Average,1
Active,Keto,12,Low,Smoker,None,High,Adequate,Fair,Sports,Moderate,Regular,Low,Excessive,Average,1
Sedentary,Vegetarian,11,Moderate,Smoker,Regular,None,Adequate,Good,Reading,Moderate,None,Low,Moderate,Good,0
Moderate,Keto,10,High,Former Smoker,Occasional,High,Insufficient,Fair,Sports,Moderate,Regular,Low,Excessive,Poor,2
Moderate,Vegan,6,High,Former Smoker,Occasional,None,Adequate,Poor,Sports,Strong,Regular,Low,Moderate,Average,1
Active,Vegan,11,High,Smoker,Occasional,None,Adequate,Good,Sports,Weak,Regular,Low,Moderate,Good,0
Moderate,Vegan,7,Moderate,Former Smoker,Regular,None,Insufficient,Good,Music,Strong,None,High,Minimal,Average,1
Moderate,Vegetarian,11,Low,Former Smoker,Occasional,High,Insufficient,Fair,Reading,Moderate,None,Low,Excessive,Good,3
Active,Omnivore,12,High,Former Smoker,None,High,Insufficient,Good,Traveling,Moderate,Regular,Moderate,Excessive,Good,3
Sedentary,Mediterranean,11,Moderate,Smoker,Regular,High,Insufficient,Poor,Sports,Moderate,Occasional,Moderate,Minimal,Average,1
Active,Keto,10,Moderate,Smoker,Occasional,Low,Adequate,Good,Reading,Moderate,Regular,Low,Moderate,Poor,0
Sedentary,Mediterranean,11,High,Smoker,None,None,Insufficient,Poor,Sports,Moderate,None,High,Moderate,Average,1
Active,Mediterranean,10,Moderate,Former Smoker,Occasional,Low,Adequate,Excellent,Traveling,Weak,Occasional,High,Moderate,Average,1
Sedentary,Keto,9,High,Non-smoker,None,High,Insufficient,Fair,Sports,Weak,Regular,Low,Moderate,Good,2
Active,Omnivore,10,Low,Non-smoker,Regular,None,Insufficient,Excellent,Sports,Weak,None,High,Minimal,Poor,0
Active,Vegan,12,Low,Non-smoker,None,None,Insufficient,Poor,Reading,Moderate,Regular,High,Minimal,Average,1
Moderate,Mediterranean,7,Moderate,Smoker,None,None,Adequate,Poor,Traveling,Moderate,Regular,Low,Excessive,Average,0
Sedentary,Vegan,11,Low,Smoker,Occasional,None,Adequate,Fair,Traveling,Moderate,Occasional,High,Minimal,Average,0
Active,Omnivore,9,High,Smoker,Occasional,None,Adequate,Good,Traveling,Moderate,Regular,High,Minimal,Average,0
Sedentary,Vegan,7,Moderate,Former Smoker,Occasional,None,Adequate,Good,Reading,Weak,Regular,High,Minimal,Average,0
Active,Vegetarian,11,Moderate,Smoker,None,High,Adequate,Good,Sports,Strong,Regular,Moderate,Excessive,Good,3
Moderate,Keto,8,Moderate,Former Smoker,None,None,Insufficient,Good,Music,Weak,Regular,Moderate,Excessive,Poor,2
Sedentary,Keto,7,High,Former Smoker,Occasional,Low,Adequate,Excellent,Sports,Moderate,Occasional,Low,Excessive,Poor,0
Sedentary,Omnivore,11,High,Smoker,Occasional,None,Adequate,Fair,Traveling,Strong,Regular,Low,Minimal,Good,0
Active,Omnivore,4,High,Non-smoker,Regular,Low,Insufficient,Fair,Music,Strong,Regular,High,Excessive,Good,2
Active,Vegan,12,Low,Smoker,None,Low,Insufficient,Good,Music,Strong,None,High,Moderate,Average,1
Sedentary,Omnivore,8,Moderate,Former Smoker,Occasional,High,Insufficient,Fair,Sports,Weak,Regular,Moderate,Moderate,Average,1
Active,Mediterranean,11,High,Smoker,None,Low,Adequate,Fair,Traveling,Moderate,Occasional,Moderate,Excessive,Good,2
Sedentary,Vegan,7,Low,Smoker,Occasional,High,Adequate,Poor,Reading,Weak,Occasional,High,Minimal,Good,0
Moderate,Vegetarian,8,High,Former Smoker,Occasional,Low,Insufficient,Good,Traveling,Moderate,Occasional,Moderate,Moderate,Good,2
Active,Mediterranean,11,Low,Smoker,None,High,Adequate,Poor,Sports,Strong,Regular,Moderate,Minimal,Good,3
Active,Vegan,8,Moderate,Non-smoker,Regular,High,Adequate,Good,Reading,Weak,Occasional,Low,Excessive,Poor,0
